finding_id,name,pack_id,source_id,evaluation_mode,severity,status,maturity,resolved_audit_domain,audit_language_source,evidence_type,assessment_methods,control_ref_count,source_matched_control_ref_count,source_backed_control_ref_count,control_refs_without_source_match_count,control_refs_without_source_match,source_coverage_ref_count,source_coverage_support_levels,source_coverage_high_value_count,compliance_evidence_status,review_flags
github-vuln-medium,GitHub Repo Medium Vulnerabilities Addressed,policy,policy,event,medium,active,candidate,vulnerability,catalog,source_control_governance,examine; test,8,8,8,0,,4,partial; supported,4,source_backed,
github-webhook-modified,GitHub Webhook Modified,github,github,event,medium,open,retired,github,yaml:domain:github; yaml:evidence_mode:event,source_control_governance,examine; test,2,0,0,2,ISO 27001:2022 A.8.9; SOC 2 CC6.6,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
github-workflow-write-permissions,GitHub Actions Default Write Permissions,policy,policy,event,high,active,candidate,github,catalog,source_control_governance,examine; test,6,1,1,5,CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; PCI DSS v4.0.1 7.2,1,partial,1,partial_source_backed,partial_source_backed_control_refs
gitlab-runner-unprotected-tags,GitLab Runner Without Protected Tags,policy,policy,event,high,active,candidate,cicd,catalog,delivery_pipeline_control,examine; test,11,0,0,11,CIS Controls v8 16; CIS Controls v8 2; CIS Controls v8 7; NIST 800-53 r5 CM-5; NIST 800-53 r5 CM-7; NIST 800-53 r5 SI-7; NIST 800-53 r5 SR-11; PCI DSS v4.0.1 6.3; PCI DSS v4.0.1 6.5; SOC 2 CC7.1; SOC 2 CC8.1,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
gke-cluster-admin,GKE cluster-admin role is used by an account,policy,policy,event,high,active,candidate,cerebro,catalog,attack_path_context,examine; test,9,1,1,8,CIS Controls v8 5; CIS Controls v8 6; CIS Kubernetes Benchmark 5.1.1; CIS Kubernetes Benchmark 5.1.3; CIS Kubernetes Benchmark 5.1.4; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; PCI DSS v4.0.1 7.2,1,partial,1,partial_source_backed,partial_source_backed_control_refs
gke-pod-create,GKE user/service accounts with the privileges to create pods,policy,policy,event,medium,active,candidate,cerebro,catalog,attack_path_context,examine; test,6,1,1,5,CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; PCI DSS v4.0.1 7.2,1,supported,1,partial_source_backed,partial_source_backed_control_refs
gke-secrets-access,User/service account with get/list/watch permissions on secrets in a GKE cluster,policy,policy,event,medium,active,candidate,cerebro,catalog,attack_path_context,examine; test,4,0,0,4,NIST 800-53 r5 IA-5; NIST 800-53 r5 SC-12; PCI DSS v4.0.1 3.5; PCI DSS v4.0.1 8.6,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
gke-wildcard-permissions,GKE role/cluster role assigned permissions that contain wildcards,policy,policy,event,high,active,candidate,cerebro,catalog,attack_path_context,examine; test,6,0,0,6,CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; PCI DSS v4.0.1 7.2; SOC 2 CC6.2,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
graph-aws-ec2-eni-link-missing,AWS EC2 ENI Link Missing,grc,graph,graph,low,open,test,grc,yaml:defaults; yaml:domain:grc,governance_risk_compliance,examine; interview,2,0,0,2,ISO 27001:2022 A.5.35; SOC 2 CC7.1,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
graph-orphan-nonfinding-node,Graph Orphan Non-Finding Node,policy,graph,graph,low,active,candidate,grc,yaml:defaults; yaml:domain:grc,governance_risk_compliance,examine; interview,2,0,0,2,ISO 27001:2022 A.5.35; SOC 2 CC7.1,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
graph-resource-multiple-open-findings,Graph Resource Has Multiple Open Findings,grc,graph,graph,info,retired,retired,grc,yaml:defaults; yaml:domain:grc,governance_risk_compliance,examine; interview,2,0,0,2,ISO 27001:2022 A.5.7; SOC 2 CC7.1,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
grc-control-missing-evidence-coverage,GRC Control Missing Evidence Coverage,grc,grc,graph,medium,open,test,grc,yaml:defaults; yaml:domain:grc,governance_risk_compliance,examine; interview,2,2,2,0,,2,supported,2,source_backed,
grc-control-test-needs-attention,GRC Control Test Needs Attention,grc,grc,event,medium,open,test,grc,yaml:domain:grc; yaml:evidence_mode:event,governance_risk_compliance,examine; interview,2,2,2,0,,2,supported,2,source_backed,
grc-document-needs-owner-or-upload,GRC Document Needs Owner Or Upload,grc,grc,graph,medium,open,test,grc,yaml:defaults; yaml:domain:grc,governance_risk_compliance,examine; interview,2,0,0,2,ISO 27001:2022 A.5.37; SOC 2 CC2.2,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
grc-failing-control-open-operational-findings,Failing GRC Control Has Open Operational Findings,grc,grc,graph,high,open,test,grc,yaml:defaults; yaml:domain:grc,governance_risk_compliance,examine; interview,2,2,2,0,,4,supported,4,source_backed,
grc-failing-control-test-unhealthy-integration,GRC Failing Control Test On Unhealthy Integration,grc,grc,graph,high,open,test,grc,yaml:defaults; yaml:domain:grc,governance_risk_compliance,examine; interview,2,0,0,2,ISO 27001:2022 A.8.15; SOC 2 CC7.2,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
grc-inactive-identity-active-access,Inactive GRC Identity Still Has Active Access,grc,grc,graph,critical,open,test,grc,yaml:defaults; yaml:domain:grc,governance_risk_compliance,examine; interview,4,2,2,2,ISO 27001:2022 A.5.16; SOC 2 CC6.6,2,supported,2,partial_source_backed,partial_source_backed_control_refs
grc-isolated-target-enrichment-gap,GRC Target Enrichment Gap,grc,grc,graph,low,open,test,grc,yaml:defaults; yaml:domain:grc,governance_risk_compliance,examine; interview,2,2,2,0,,2,supported,2,source_backed,
grc-overdue-vulnerability-live-on-assets,Overdue GRC Vulnerability Still Present On Assets,grc,grc,graph,high,open,test,grc,yaml:defaults; yaml:domain:grc,governance_risk_compliance,examine; interview,3,2,2,1,SOC 2 CC7.2,4,partial; supported,4,partial_source_backed,partial_source_backed_control_refs
grc-privileged-account-missing-person,Privileged Account Missing GRC Person,grc,grc,graph,high,open,test,grc,yaml:defaults; yaml:domain:grc,governance_risk_compliance,examine; interview,4,3,3,1,ISO 27001:2022 A.5.16,5,partial; supported,5,partial_source_backed,partial_source_backed_control_refs
grc-source-integration-concentrated-open-findings,GRC Source Integration Concentrated Open Findings,grc,grc,graph,high,open,test,grc,yaml:defaults; yaml:domain:grc,governance_risk_compliance,examine; interview,2,2,2,0,,3,supported,3,source_backed,
grc-vendor-review-overdue,GRC Vendor Review Overdue,grc,grc,event,medium,open,test,grc,yaml:domain:grc; yaml:evidence_mode:event,governance_risk_compliance,examine; interview,2,2,2,0,,2,supported,2,source_backed,
grc-vulnerability-sla-overdue,GRC Vulnerability SLA Overdue,grc,grc,event,dynamic,open,test,grc,yaml:domain:grc; yaml:evidence_mode:event,governance_risk_compliance,examine; interview,2,2,2,0,,1,supported,1,source_backed,
group-excessive-admin,Group with excessive admin privileges,policy,policy,event,high,active,candidate,cerebro,catalog,attack_path_context,examine; test,6,0,0,6,CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; PCI DSS v4.0.1 7.2; SOC 2 CC6.2,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
group-excessive-data-priv,Group with excessive data privileges,policy,policy,event,high,active,candidate,cerebro,catalog,attack_path_context,examine; test,6,0,0,6,CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; PCI DSS v4.0.1 7.2; SOC 2 CC6.2,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
group-excessive-high-priv,Group with excessive high privileges,policy,policy,event,high,active,candidate,cerebro,catalog,attack_path_context,examine; test,6,0,0,6,CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; PCI DSS v4.0.1 7.2; SOC 2 CC6.2,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
hipaa-access-controls,HIPAA Unique User Identification,policy,policy,event,high,active,candidate,hipaa,catalog,regulated_data_control,examine; interview,1,0,0,1,HIPAA 164.312,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
hipaa-audit-controls,HIPAA Audit Controls,policy,policy,event,high,active,candidate,hipaa,catalog,regulated_data_control,examine; interview,1,0,0,1,HIPAA 164.312,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
hipaa-automatic-logoff,HIPAA Automatic Logoff,policy,policy,event,medium,active,candidate,hipaa,catalog,regulated_data_control,examine; interview,1,0,0,1,HIPAA 164.312,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
hipaa-baa-required,HIPAA Business Associate Agreements,policy,policy,event,high,active,candidate,compliance,catalog,regulated_data_control,examine; interview,1,0,0,1,HIPAA 164.312,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
hipaa-phi-encryption,PHI Data Encrypted at Rest,policy,policy,event,critical,active,candidate,hipaa,catalog,regulated_data_control,examine; interview,1,0,0,1,HIPAA 164.312,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
hipaa-transmission-security,HIPAA Transmission Security,policy,policy,event,critical,active,candidate,hipaa,catalog,regulated_data_control,examine; interview,1,0,0,1,HIPAA 164.312,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
hubspot-excessive-discount,Excessive Discount on Small Deal,policy,policy,event,medium,active,candidate,hubspot,catalog,revenue_process_control,examine; interview,2,0,0,2,Cerebro Financial Controls FIN-3; Cerebro Revenue Operations REV-2,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
hubspot-no-next-step,Open Deal Without Next Step,policy,policy,event,low,active,candidate,hubspot,catalog,revenue_process_control,examine; interview,1,0,0,1,Cerebro Revenue Operations REV-1,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
hubspot-stale-deal,Stale High-Value Deal,policy,policy,event,high,active,candidate,hubspot,catalog,revenue_process_control,examine; interview,2,0,0,2,Cerebro Revenue Operations REV-1; Cerebro Revenue Operations REV-5,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
iam-inactive-privileged-account,Service account with high privileges is inactive for over 90 days,policy,policy,event,medium,active,candidate,aws,catalog,attack_path_context,examine; test,5,1,1,4,CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6,3,supported,3,partial_source_backed,partial_source_backed_control_refs
iam-unknown-account-trusted,Unknown AWS account with trusted access to IAM role,policy,policy,event,high,active,candidate,aws,catalog,attack_path_context,examine; test,6,5,5,1,NIST 800-53 r5 AC-17,3,supported,3,partial_source_backed,partial_source_backed_control_refs
identity-account-deprovision,Terminated User Accounts Deprovisioned,policy,policy,event,critical,active,candidate,identity,catalog,identity_governance,examine; test,8,1,1,7,HIPAA 164.312(a)(2)(ii); ISO 27001:2022 A.5.11; ISO 27001:2022 A.6.5; NIST 800-53 r5 AC-2; NIST 800-53 r5 PS-4; PCI DSS v4.0.1 8.1.3; SOC 2 CC6.3,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-admin-privilege-granted,Identity Admin Privilege Granted,identity,identity,event,high,open,test,identity,yaml:domain:identity; yaml:evidence_mode:event,identity_governance,examine; test,2,1,1,1,ISO 27001:2022 A.5.16,2,partial; supported,2,partial_source_backed,partial_source_backed_control_refs
identity-api-token-or-oauth-app-created,Identity API Token Or OAuth App Created,identity,identity,event,high,open,test,identity,yaml:domain:identity; yaml:evidence_mode:event,identity_governance,examine; test,2,0,0,2,ISO 27001:2022 A.5.16; SOC 2 CC6.2,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
identity-atlassian-active-no-employee-record,Atlassian Active Accounts Without Employee Record,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-atlassian-duplicate-email,Atlassian Duplicate Account Emails,policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-atlassian-duplicate-group-name,Atlassian Duplicate Group Names,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,0,0,2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
identity-atlassian-duplicate-membership-assignment,Atlassian Duplicate Membership Assignments,policy,policy,event,low,active,candidate,identity,catalog,identity_governance,examine,2,0,0,2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
identity-atlassian-empty-groups,Atlassian Empty Access Groups,policy,policy,event,low,active,candidate,identity,catalog,identity_governance,examine,2,0,0,2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
identity-atlassian-missing-email,Atlassian Active Accounts Missing Email,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-atlassian-personal-email-domain,Atlassian Accounts Using Personal Email Domains,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
