framework,control_id,control_ref,control_family,coverage_status,coverage_lane,gap_type,direct_finding_count,source_backed_finding_count,source_matched_finding_count,source_capability_count,review_context_count,next_action
nist80053r5,PE-18,nist80053r5 PE-18,NIST 800-53 r5 PE Physical and Environmental Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PE-19,nist80053r5 PE-19,NIST 800-53 r5 PE Physical and Environmental Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PE-2,nist80053r5 PE-2,NIST 800-53 r5 PE Physical and Environmental Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PE-20,nist80053r5 PE-20,NIST 800-53 r5 PE Physical and Environmental Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PE-21,nist80053r5 PE-21,NIST 800-53 r5 PE Physical and Environmental Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PE-22,nist80053r5 PE-22,NIST 800-53 r5 PE Physical and Environmental Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PE-23,nist80053r5 PE-23,NIST 800-53 r5 PE Physical and Environmental Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PE-3,nist80053r5 PE-3,NIST 800-53 r5 PE Physical and Environmental Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PE-4,nist80053r5 PE-4,NIST 800-53 r5 PE Physical and Environmental Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PE-5,nist80053r5 PE-5,NIST 800-53 r5 PE Physical and Environmental Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PE-6,nist80053r5 PE-6,NIST 800-53 r5 PE Physical and Environmental Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PE-8,nist80053r5 PE-8,NIST 800-53 r5 PE Physical and Environmental Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PE-9,nist80053r5 PE-9,NIST 800-53 r5 PE Physical and Environmental Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PL-1,nist80053r5 PL-1,NIST 800-53 r5 PL Planning,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PL-10,nist80053r5 PL-10,NIST 800-53 r5 PL Planning,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PL-11,nist80053r5 PL-11,NIST 800-53 r5 PL Planning,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PL-2,nist80053r5 PL-2,NIST 800-53 r5 PL Planning,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PL-4,nist80053r5 PL-4,NIST 800-53 r5 PL Planning,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PL-7,nist80053r5 PL-7,NIST 800-53 r5 PL Planning,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PL-8,nist80053r5 PL-8,NIST 800-53 r5 PL Planning,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PL-9,nist80053r5 PL-9,NIST 800-53 r5 PL Planning,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PM-1,nist80053r5 PM-1,NIST 800-53 r5 PM Program Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PM-10,nist80053r5 PM-10,NIST 800-53 r5 PM Program Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PM-11,nist80053r5 PM-11,NIST 800-53 r5 PM Program Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PM-12,nist80053r5 PM-12,NIST 800-53 r5 PM Program Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PM-13,nist80053r5 PM-13,NIST 800-53 r5 PM Program Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PM-14,nist80053r5 PM-14,NIST 800-53 r5 PM Program Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PM-15,nist80053r5 PM-15,NIST 800-53 r5 PM Program Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PM-16,nist80053r5 PM-16,NIST 800-53 r5 PM Program Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PM-17,nist80053r5 PM-17,NIST 800-53 r5 PM Program Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PM-18,nist80053r5 PM-18,NIST 800-53 r5 PM Program Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PM-19,nist80053r5 PM-19,NIST 800-53 r5 PM Program Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PM-2,nist80053r5 PM-2,NIST 800-53 r5 PM Program Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PM-20,nist80053r5 PM-20,NIST 800-53 r5 PM Program Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PM-21,nist80053r5 PM-21,NIST 800-53 r5 PM Program Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PM-22,nist80053r5 PM-22,NIST 800-53 r5 PM Program Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PM-23,nist80053r5 PM-23,NIST 800-53 r5 PM Program Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PM-24,nist80053r5 PM-24,NIST 800-53 r5 PM Program Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PM-25,nist80053r5 PM-25,NIST 800-53 r5 PM Program Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PM-26,nist80053r5 PM-26,NIST 800-53 r5 PM Program Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PM-27,nist80053r5 PM-27,NIST 800-53 r5 PM Program Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PM-28,nist80053r5 PM-28,NIST 800-53 r5 PM Program Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PM-29,nist80053r5 PM-29,NIST 800-53 r5 PM Program Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PM-3,nist80053r5 PM-3,NIST 800-53 r5 PM Program Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PM-30,nist80053r5 PM-30,NIST 800-53 r5 PM Program Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PM-31,nist80053r5 PM-31,NIST 800-53 r5 PM Program Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PM-32,nist80053r5 PM-32,NIST 800-53 r5 PM Program Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PM-4,nist80053r5 PM-4,NIST 800-53 r5 PM Program Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PM-5,nist80053r5 PM-5,NIST 800-53 r5 PM Program Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PM-6,nist80053r5 PM-6,NIST 800-53 r5 PM Program Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PM-7,nist80053r5 PM-7,NIST 800-53 r5 PM Program Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PM-8,nist80053r5 PM-8,NIST 800-53 r5 PM Program Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PM-9,nist80053r5 PM-9,NIST 800-53 r5 PM Program Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PS-1,nist80053r5 PS-1,NIST 800-53 r5 PS Personnel Security,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PS-2,nist80053r5 PS-2,NIST 800-53 r5 PS Personnel Security,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PS-3,nist80053r5 PS-3,NIST 800-53 r5 PS Personnel Security,direct_control_only,direct,missing_source_backing,1,0,0,0,0,Add source capability or evidence requirements for mapped findings.
nist80053r5,PS-4,nist80053r5 PS-4,NIST 800-53 r5 PS Personnel Security,direct_control_only,direct,missing_source_backing,15,0,0,0,0,Add source capability or evidence requirements for mapped findings.
nist80053r5,PS-5,nist80053r5 PS-5,NIST 800-53 r5 PS Personnel Security,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PS-6,nist80053r5 PS-6,NIST 800-53 r5 PS Personnel Security,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PS-7,nist80053r5 PS-7,NIST 800-53 r5 PS Personnel Security,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PS-8,nist80053r5 PS-8,NIST 800-53 r5 PS Personnel Security,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PS-9,nist80053r5 PS-9,NIST 800-53 r5 PS Personnel Security,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PT-1,nist80053r5 PT-1,NIST 800-53 r5 PT PII Processing and Transparency,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PT-2,nist80053r5 PT-2,NIST 800-53 r5 PT PII Processing and Transparency,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PT-3,nist80053r5 PT-3,NIST 800-53 r5 PT PII Processing and Transparency,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PT-4,nist80053r5 PT-4,NIST 800-53 r5 PT PII Processing and Transparency,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PT-5,nist80053r5 PT-5,NIST 800-53 r5 PT PII Processing and Transparency,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PT-6,nist80053r5 PT-6,NIST 800-53 r5 PT PII Processing and Transparency,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PT-7,nist80053r5 PT-7,NIST 800-53 r5 PT PII Processing and Transparency,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PT-8,nist80053r5 PT-8,NIST 800-53 r5 PT PII Processing and Transparency,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,RA-1,nist80053r5 RA-1,NIST 800-53 r5 RA Risk Assessment,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,RA-10,nist80053r5 RA-10,NIST 800-53 r5 RA Risk Assessment,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
